"","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"2705068","tt13142704","movie","war-of-the-worlds","war-of-the-worlds","0","2020","\N","\N","Sci-Fi"
"2726280","tt13180918","movie","belle","belle","0","\N","\N","\N","Thriller"
"2728622","tt1318514","movie","rise-of-the-planet-of-the-apes","rise-of-the-planet-of-the-apes","0","2011","\N","105","Action,Drama,Sci-Fi"
"2733796","tt13194654","movie","code-of-silence","code-of-silence","0","2021","\N","97","Crime"
"2753498","tt1323045","movie","frozen","frozen","0","2010","\N","93","Adventure,Drama,Thriller"
"2760762","tt13243778","movie","rush","rush","0","2017","\N","94","Drama"
"2777823","tt13275276","movie","warrior","warrior","0","\N","\N","\N","Drama"
"2796956","tt1331062","movie","oblivion","oblivion","0","2006","\N","78","Drama"
"2840982","tt13392684","movie","reindeer-games","reindeer-games","0","2020","\N","90","Comedy"
"3040473","tt1375666","movie","inception","inception","0","2010","\N","148","Action,Adventure,Sci-Fi"
"3065570","tt13802348","movie","die-hard","die-hard","0","1999","\N","\N","Action"
"3148303","tt13950424","movie","wild","wild","0","2016","\N","107","Comedy,Drama"
"3180638","tt14008348","movie","next","next","0","\N","\N","\N","Drama"
"3197995","tt1403981","movie","remember-me","remember-me","0","2010","\N","113","Drama,Romance"
"3225966","tt1409024","movie","men-in-black-3","men-in-black-3","0","2012","\N","106","Action,Adventure,Comedy"
"3347780","tt1431045","movie","deadpool","deadpool","0","2016","\N","108","Action,Adventure,Comedy"
"3387354","tt1438174","movie","belle","belle","0","\N","\N","\N","Drama"
"3404465","tt1441251","movie","cliffhanger","cliffhanger","0","\N","\N","\N","Action,Adventure,Thriller"
"3443598","tt14483112","movie","war-of-the-worlds","war-of-the-worlds","0","2020","\N","\N","\N"
"3444022","tt14483920","movie","war-of-the-worlds","war-of-the-worlds","0","2020","\N","\N","Horror"
"3532697","tt1464540","movie","i-am-number-four","i-am-number-four","0","2011","\N","111","Action,Adventure,Sci-Fi"
"3535660","tt14650862","movie","out-of-sight","out-of-sight","0","2021","\N","52","Documentary"
"3539850","tt14658518","movie","wanted","wanted","0","2019","\N","100","Drama"
"3585383","tt14741908","movie","independence-day","independence-day","0","2000","\N","\N","Drama"
"3609822","tt14786948","movie","master-and-commander","master-and-commander","0","\N","\N","\N","\N"
"3633760","tt1483013","movie","oblivion","oblivion","0","2013","\N","124","Action,Adventure,Sci-Fi"
"3726348","tt15000958","movie","wild","wild","0","2021","\N","88","Documentary"
"3729948","tt15007640","movie","assassins","assassins","0","1990","\N","\N","Documentary"
"3738860","tt1502404","movie","drive-angry","drive-angry","0","2011","\N","104","Action,Fantasy,Thriller"
"3740616","tt1502712","movie","fantastic-four","fantastic-four","0","2015","\N","100","Action,Adventure,Sci-Fi"
"3873146","tt15268810","movie","heat","heat","0","\N","\N","\N","Drama,Sport"
"3947025","tt1540405","movie","feast","feast","0","2009","\N","\N","Horror,Thriller"
"3962604","tt1543211","movie","godzilla","godzilla","0","1977","\N","106","Sci-Fi"
"4178813","tt15825220","movie","reindeer-games","reindeer-games","0","\N","\N","\N","\N"
"4277186","tt16022006","movie","legend","legend","0","\N","\N","\N","Drama"
"4289717","tt1606380","movie","frankenstein","frankenstein","0","\N","\N","\N","Horror"
"4304727","tt1609986","movie","three-kings","three-kings","0","2010","\N","65","Biography,Documentary,Sport"
"4344423","tt1622547","movie","30-minutes-or-less","30-minutes-or-less","0","2011","\N","83","Action,Comedy,Crime"
"4412637","tt16358994","movie","gladiator","gladiator","0","\N","\N","\N","Drama"
"4465143","tt1646971","movie","how-to-train-your-dragon-2","how-to-train-your-dragon-2","0","2014","\N","102","Action,Adventure,Animation"
"4465535","tt1647353","movie","commando","commando","0","\N","\N","\N","Action"
"4487082","tt1657507","movie","colombiana","colombiana","0","2011","\N","108","Action,Drama,Thriller"
"4556847","tt1690445","movie","bad-boys","bad-boys","0","1988","\N","\N","\N"
"4616595","tt1709105","movie","drive","drive","0","2010","\N","55","Documentary"
"4657521","tt17346396","movie","clueless","clueless","0","2015","\N","\N","Drama"
"4661496","tt1735898","movie","snow-white-and-the-huntsman","snow-white-and-the-huntsman","0","2012","\N","127","Action,Adventure,Drama"
"4663501","tt1737267","movie","wanted","wanted","0","2010","\N","110","Action"
"4677909","tt1748122","movie","moonrise-kingdom","moonrise-kingdom","0","2012","\N","94","Comedy,Drama,Romance"
"4710666","tt1766172","movie","theory-of-everything","theory-of-everything","0","\N","\N","\N","Action,Sci-Fi,Thriller"
"4733657","tt1790697","movie","frankenstein","frankenstein","0","\N","\N","\N","Drama"
"4742230","tt1800241","movie","american-hustle","american-hustle","0","2013","\N","138","Crime,Drama"
"4772526","tt1831825","movie","wanted","wanted","0","2011","\N","160","Action,Drama"
"4774887","tt1834266","movie","legend","legend","0","\N","\N","\N","Action,Adventure,Fantasy"
"4804809","tt1865385","movie","hall-pass","hall-pass","0","2006","\N","93","Drama"
"4808514","tt1869233","movie","three-kings","three-kings","0","2011","\N","123","Comedy"
"4809657","tt1870422","movie","heat","heat","0","\N","\N","\N","Comedy"
"4815480","tt1876409","movie","oblivion","oblivion","0","2011","\N","116","Thriller"
"4850642","tt1913131","movie","serenity","serenity","0","2011","\N","93","Biography,Documentary,Drama"
"4895127","tt1959437","movie","king-kong","king-kong","0","\N","\N","\N","Animation"
"4914287","tt1979320","movie","rush","rush","0","2013","\N","123","Action,Biography,Drama"
"4922265","tt1987632","movie","rush","rush","0","2011","\N","87","Comedy,Romance"
"4932509","tt1998280","movie","metro","metro","0","2008","\N","120","Drama"
"4991010","tt2058673","movie","point-break","point-break","0","2015","\N","114","Action,Adventure,Crime"
"5039204","tt2109165","movie","metro","metro","0","2002","\N","57","Documentary"
"5055077","tt2126361","movie","starship-troopers","starship-troopers","0","\N","\N","\N","Action,Adventure,Sci-Fi"
"5060938","tt2132477","movie","taxi-driver","taxi-driver","0","1970","\N","135","Drama"
"5067961","tt2140041","movie","jurassic-park","jurassic-park","0","\N","\N","\N","Drama"
"5069685","tt2141835","movie","metro","metro","0","2011","\N","51","Comedy,Documentary,Drama"
"5102854","tt2179136","movie","american-sniper","american-sniper","0","2014","\N","133","Action,Biography,Drama"
"5102878","tt2179165","movie","nine","nine","0","2016","\N","\N","Horror"
"5103991","tt2180411","movie","into-the-woods","into-the-woods","0","2014","\N","125","Adventure,Comedy,Drama"
"5111336","tt2188677","movie","belle","belle","0","2012","\N","\N","\N"
"5114013","tt2191715","movie","into-the-woods","into-the-woods","0","2011","\N","153","Comedy,Musical"
"5122089","tt2201083","movie","into-the-woods","into-the-woods","0","2012","\N","\N","Thriller"
"5170790","tt2256514","movie","rush","rush","0","2012","\N","110","Crime,Thriller"
"5180859","tt2267998","movie","gone-girl","gone-girl","0","2014","\N","149","Drama,Mystery,Thriller"
"5186832","tt2274648","movie","hellboy","hellboy","0","2019","\N","120","Action,Adventure,Fantasy"
"5197291","tt2286560","movie","frankenstein","frankenstein","0","2011","\N","82","Drama,Horror"
"5204414","tt2294629","movie","frozen","frozen","0","2013","\N","102","Adventure,Animation,Comedy"
"5213754","tt2304901","movie","sherlock-holmes","sherlock-holmes","0","2011","\N","77","Adventure"
"5213898","tt2305051","movie","wild","wild","0","2014","\N","115","Adventure,Biography,Drama"
"5253953","tt2350892","movie","bad-country","bad-country","0","2014","\N","95","Action,Crime,Drama"
"5283836","tt2385003","movie","assassins","assassins","0","2014","\N","84","Action,Drama,Thriller"
"5300728","tt2404181","movie","belle","belle","0","2013","\N","100","Biography,Drama,Romance"
"5338823","tt2495766","movie","titanic","titanic","0","2012","\N","\N","Adventure"
"5340241","tt2499376","movie","rush","rush","0","\N","\N","\N","Biography,Drama"
"5371602","tt2577542","movie","legend","legend","0","2013","\N","134","Horror"
"5373744","tt2582802","movie","whiplash","whiplash","0","2014","\N","106","Drama,Music"
"5401102","tt2649128","movie","metro","metro","0","2013","\N","133","Action,Drama,Thriller"
"5404803","tt2658126","movie","commando","commando","0","2013","\N","124","Action,Adventure,Thriller"
"5412690","tt2677182","movie","bad-boys","bad-boys","0","2003","\N","118","Thriller"
"5473562","tt2822062","movie","crash","crash","0","2011","\N","94","Thriller"
"5519401","tt2930144","movie","judge","judge","0","2013","\N","76","Mystery,Thriller"
"5522503","tt2937898","movie","a-most-violent-year","a-most-violent-year","0","2014","\N","125","Action,Crime,Drama"
"5522741","tt2938466","movie","hostage","hostage","0","\N","\N","\N","Thriller"
"5527263","tt2949304","movie","warrior","warrior","0","\N","\N","120","Action,Adventure,Drama"
"5542625","tt2986772","movie","twins","twins","0","\N","\N","\N","Adventure,Comedy"
"5556480","tt3020532","movie","belle","belle","0","2014","\N","52","Drama"
"5627452","tt3189622","movie","entrapment","entrapment","0","\N","\N","90","Drama,Thriller"
"5640927","tt3220472","movie","whiteout","whiteout","0","\N","\N","\N","Adventure,Drama"
"5682771","tt3316960","movie","still-alice","still-alice","0","2014","\N","101","Drama"
"5687245","tt3327426","movie","war-of-the-worlds","war-of-the-worlds","0","2013","\N","50","Sci-Fi"
"5718748","tt3400182","movie","taxi-driver","taxi-driver","0","1978","\N","\N","\N"
"5765257","tt3507982","movie","nine","nine","0","\N","\N","\N","Drama"
"5785246","tt3555036","movie","legend","legend","0","2014","\N","168","Action,Drama"
"5791340","tt3569230","movie","legend","legend","0","2015","\N","132","Biography,Crime,Drama"
"6012723","tt4071086","movie","wild","wild","0","2016","\N","97","Drama"
"6019348","tt4086032","movie","frankenstein","frankenstein","0","2015","\N","89","Horror,Sci-Fi,Thriller"
"6053521","tt4163390","movie","warrior","warrior","0","2015","\N","\N","Drama"
"6094551","tt4256672","movie","out-of-sight","out-of-sight","0","2013","\N","\N","Sport"
"6104256","tt4278204","movie","gamer","gamer","0","2014","\N","\N","Thriller"
"6106300","tt4282670","movie","feast","feast","0","2014","\N","\N","Horror"
"6110669","tt4292470","movie","deep-cover","deep-cover","0","\N","\N","\N","Comedy"
"6152570","tt4385292","movie","legion","legion","0","\N","\N","\N","Horror"
"6157948","tt4397094","movie","supergirl","supergirl","0","2016","\N","80","Documentary"
"6260112","tt4627100","movie","next","next","0","2015","\N","72","Documentary"
"6346791","tt4824222","movie","drive","drive","0","2018","\N","84","Drama"
"6354431","tt4841790","movie","belle","belle","0","\N","\N","\N","Thriller"
"6355128","tt4843358","movie","remember-me","remember-me","0","2016","\N","85","Comedy"
"6361801","tt4859054","movie","up-in-the-air","up-in-the-air","0","\N","\N","90","Biography,Documentary,Music"
"6377268","tt4893748","movie","fair-game","fair-game","0","2017","\N","54","Documentary"
"6385778","tt4912936","movie","rush","rush","0","2014","\N","60","Documentary,News"
"6424021","tt4999290","movie","remember-me","remember-me","0","2019","\N","88","Comedy,Romance"
"6510599","tt5195390","movie","grand-hotel","grand-hotel","0","2016","\N","95","Comedy,Drama"
"6520000","tt5216632","movie","out-of-sight","out-of-sight","0","2015","\N","60","Documentary"
"6667108","tt5545876","movie","code-of-silence","code-of-silence","0","2014","\N","58","Documentary"
"6676538","tt5566522","movie","solaris","solaris","0","2007","\N","90","Sci-Fi"
"6698190","tt5615768","movie","gamer","gamer","0","\N","\N","\N","Drama"
"6720991","tt5667840","movie","entrapment","entrapment","0","\N","\N","101","Drama"
"6793190","tt5833302","movie","metro","metro","0","2016","\N","119","Action,Crime,Thriller"
"6813997","tt5880132","movie","frankenstein","frankenstein","0","\N","\N","\N","Drama,Horror"
"6829583","tt5915168","movie","wild","wild","0","\N","\N","\N","Drama"
"6926870","tt6133532","movie","assassins","assassins","0","2016","\N","78","Action,Adventure,Comedy"
"7007372","tt6313048","movie","hostage","hostage","0","1986","\N","72","Action,Thriller"
"7038690","tt6383452","movie","wild","wild","0","2018","\N","80","Documentary"
"7051603","tt6412160","movie","frankenstein","frankenstein","0","\N","\N","\N","Animation"
"7054868","tt6419402","movie","warrior","warrior","0","2007","\N","\N","\N"
"7067025","tt6447660","movie","heat","heat","0","2011","\N","\N","\N"
"7079901","tt6476140","movie","serenity","serenity","0","2019","\N","106","Drama,Mystery,Thriller"
"7101426","tt6523686","movie","warrior","warrior","0","\N","\N","\N","Action"
"7122343","tt6569238","movie","strange-days","strange-days","0","\N","\N","\N","Comedy"
"7133217","tt6593054","movie","drive","drive","0","2019","\N","147","Action,Crime,Thriller"
"7145160","tt6619180","movie","hostage","hostage","0","2021","\N","79","Thriller"
"7216721","tt6780630","movie","ticker","ticker","0","\N","\N","\N","Action,Thriller"
"7537826","tt7487332","movie","code-of-silence","code-of-silence","0","\N","\N","\N","Crime,Drama"
"7598877","tt7620218","movie","rush-hour","rush-hour","0","2018","\N","80","Documentary"
"7650933","tt7733440","movie","king-kong","king-kong","0","2018","\N","116","Action,Adventure"
"7735291","tt7916522","movie","commando","commando","0","1995","\N","\N","\N"
"7768995","tt7990108","movie","remember-me","remember-me","0","2022","\N","\N","Thriller"
"7780500","tt8014896","movie","twins","twins","0","2021","\N","\N","Horror"
"7795119","tt8046432","movie","ticker","ticker","0","\N","\N","\N","Action,Comedy"
"7832428","tt8126486","movie","crash","crash","0","\N","\N","\N","Action,Adventure,Sci-Fi"
"7910701","tt8297174","movie","gladiator","gladiator","0","2016","\N","52","Documentary"
"7984362","tt8456426","movie","priest","priest","0","2020","\N","88","Documentary"
"7992542","tt8474088","movie","rush","rush","0","2008","\N","56","Documentary"
"8080774","tt8668906","movie","defiance","defiance","0","1992","\N","\N","Action"
"8132513","tt8784068","movie","legend","legend","0","\N","\N","\N","Drama"
"8146645","tt8814476","movie","supergirl","supergirl","0","\N","\N","\N","Action,Adventure,Sci-Fi"
"8152388","tt8826828","movie","oblivion","oblivion","0","2018","\N","\N","\N"
"8164125","tt8852130","movie","titanic","titanic","0","2018","\N","115","Family"
"8241084","tt9018874","movie","willow","willow","0","\N","\N","\N","Drama"
"8299210","tt9145948","movie","rush","rush","0","2019","\N","148","Drama,Romance"
"8307098","tt9162748","movie","catwoman","catwoman","1","2015","\N","\N","Adult"
"8325972","tt9203648","movie","clueless","clueless","0","\N","\N","\N","Comedy"
"8331319","tt9215220","movie","crank","crank","0","\N","\N","\N","Drama"
"8414226","tt9392618","movie","willow","willow","0","2019","\N","101","Drama"
"8522638","tt9626910","movie","jane-eyre","jane-eyre","0","2019","\N","90","History"
"8558723","tt9703646","movie","into-the-woods","into-the-woods","0","2018","\N","\N","Fantasy,Horror"
"8585822","tt9761276","movie","gamer","gamer","0","\N","\N","\N","Drama"
"8592813","tt9776128","movie","hostage","hostage","0","\N","\N","\N","Drama,Horror,Mystery"
