"","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","averageRating","numVotes","directors","writers","DirAvgScore","DirAvgVotes","WriteAvgScore","WriteAvgVotes","isDrama","isSport","isRomance","isComedy","isAdventure","isHistory","isAction","isBiography","isCrime","isMystery","isWar","isSci-Fi","isFantasy","isThriller","isHorror","isAnimation","isMusic","isFamily","isMusical","isDocumentary","isNews","isWestern"
"3886","tt0237993","movie","101-reykjavã­k","101-reykjavã­k",0,2000,"\N",88,"Comedy,Romance",6.8,9595,"nm0466349","nm0375081,nm0466349",6.7,206936,6.7,206936,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3887","tt0238112","movie","captain-corelli's-mandolin","captain-corelli's-mandolin",0,2001,"\N",131,"Drama,Music,Romance",5.9,34003,"nm0006960","nm0806256,nm0207408",6.925,98228,6.65,25825.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"3888","tt0238380","movie","equilibrium","equilibrium",0,2002,"\N",107,"Action,Drama,Sci-Fi",7.4,322270,"nm0934483","nm0934483",6.575,230577,6.575,230577,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3889","tt0238546","movie","queen-of-the-damned","queen-of-the-damned",0,2002,"\N",101,"Drama,Fantasy,Horror",5.3,55106,"nm0753382","nm0723351,nm0008053,nm0678104",NA,NA,6.93333333333333,98775,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3890","tt0238552","movie","replicant","replicant",0,2001,"\N",100,"Action,Sci-Fi,Thriller",5.4,14595,"nm0482681","nm0726651,nm0002659",NA,NA,6.475,185862.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3891","tt0238883","movie","brat-2","brat-2",0,2000,"\N",122,"Action,Crime,Drama",7.8,14321,"nm0049326","nm0049326",7.5,14628.5,7.5,14628.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3892","tt0238924","movie","the-dangerous-lives-of-altar-boys","the-dangerous-lives-of-altar-boys",0,2002,"\N",104,"Comedy,Drama",7,13628,"nm0136775","nm0297626,nm0830969,nm0678104",7,13628,6.93333333333333,98775,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3893","tt0238936","movie","devdas","devdas",0,2002,"\N",185,"Drama,Musical,Romance",7.6,41035,"nm0080220","nm0154158,nm1165501,nm0080220",7.525,34890.25,7.525,34890.25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"3894","tt0238948","movie","double-take","double-take",0,2001,"\N",88,"Action,Comedy,Crime",5.4,8363,"nm0303032","nm0001294,nm0255425,nm0293363,nm0303032",7.06666666666667,125755.333333333,7.06666666666667,125755.333333333,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3895","tt0239395","movie","cats-&-dogs","cats-&-dogs",0,2001,"\N",87,"Action,Comedy,Family",5.2,58804,"nm0349183","nm0720135,nm0275629",4.63333333333333,88794.6666666667,6.13333333333333,130050.666666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"3896","tt0239948","movie","saving-silverman","saving-silverman",0,2001,"\N",90,"Comedy,Crime,Romance",5.9,40240,"nm0240797","nm0625026,nm0220045",6.3,207576,5.7,72870.5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3897","tt0239949","movie","say-it-isn't-so","say-it-isn't-so",0,2001,"\N",95,"Comedy,Romance",5,13119,"nm0736930","nm0310087,nm0841532",7,237481.5,5.65,87158.75,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3898","tt0240200","movie","water","water",0,2005,"\N",117,"Drama",7.7,14761,"nm0576548","nm0440604,nm0576548",7.7,14761,7.7,14761,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3899","tt0240462","movie","dr.-dolittle-2","dr.-dolittle-2",0,2001,"\N",87,"Comedy,Family,Fantasy",4.7,44717,"nm0139867","nm0517452,nm0505648",5.325,79711.25,5.7,114105.333333333,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"3900","tt0240468","movie","kung-pow:-enter-the-fist","kung-pow:-enter-the-fist",0,2002,"\N",81,"Action,Comedy",6.2,45744,"nm0644203","nm0644203",6.25,169583.5,6.25,169583.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3901","tt0240510","movie","the-four-feathers","the-four-feathers",0,2002,"\N",132,"Action,Adventure,Drama",6.5,33757,"nm0001408","nm0556571,nm0771512,nm0024925",6.9,67148.6666666667,6.7,307677,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3902","tt0240515","movie","freddy-got-fingered","freddy-got-fingered",0,2001,"\N",87,"Comedy",4.6,48003,"nm0338381","nm0338381,nm0367761",5.425,102809.25,4.6,48003,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3903","tt0240772","movie","ocean's-eleven","ocean's-eleven",0,2001,"\N",116,"Crime,Thriller",7.7,550101,"nm0001752","nm0425138,nm0751207,nm0113689,nm0496468,nm0341372",7.3,122764.5,7.33333333333333,239364.666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3904","tt0240890","movie","serendipity","serendipity",0,2001,"\N",90,"Comedy,Romance",6.9,110952,"nm0155093","nm0458884",6.76666666666667,70058.6666666667,6.55,97777,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3905","tt0240900","movie","slackers","slackers",0,2002,"\N",86,"Comedy,Romance",5.4,14441,"nm0630083","nm0825738",5.4,14441,5.9,132267,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3906","tt0240913","movie","under-the-sand","sous-le-sable",0,2000,"\N",92,"Drama,Mystery",7.1,10289,"nm0654830","nm0654830,nm0076814,nm0888418,nm0738925",6.975,35682.25,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3907","tt0241025","movie","vanity-fair","vanity-fair",0,2004,"\N",141,"Drama",6.2,22335,"nm0619762","nm0269040,nm0803967,nm0271501,nm0856842",7.43333333333333,16232,8.1,161698,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3908","tt0241303","movie","chocolat","chocolat",0,2000,"\N",121,"Drama,Romance",7.2,187408,"nm0002120","nm0364862,nm0414608",7.2,145838.75,6.75,100002.25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3909","tt0241527","movie","harry-potter-and-the-sorcerer's-stone","harry-potter-and-the-sorcerer's-stone",0,2001,"\N",152,"Adventure,Family,Fantasy",7.6,738223,"nm0001060","nm0746830,nm0460141",7.5,459742.25,7.43333333333333,305366,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"3910","tt0241760","movie","the-new-guy","the-new-guy",0,2002,"\N",88,"Comedy",5.9,35038,"nm0214036","nm0447583",6.2,126138.333333333,5.9,35038,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3911","tt0242193","movie","bully","bully",0,2001,"\N",108,"Biography,Crime,Drama",6.9,37517,"nm0164187","nm0776919,nm0571346,nm0700462",6.63333333333333,48011,6.9,37517,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3912","tt0242423","movie","dude,-where's-my-car?","dude,-where's-my-car?",0,2000,"\N",83,"Comedy,Mystery,Sci-Fi",5.5,138324,"nm0500444","nm0823255",6,113197.666666667,5.5,138324,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3913","tt0242445","movie","exit-wounds","exit-wounds",0,2001,"\N",101,"Action,Crime,Thriller",5.6,34830,"nm0005647","nm0395288,nm0006902,nm0922685",6.025,141860.75,5.6,34830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3914","tt0242519","movie","hera-pheri","hera-pheri",0,2000,"\N",156,"Action,Comedy,Crime",8.2,63717,"nm0698184","nm0796504,nm0482309,nm0903423,nm1019121",6.2,8181,7.2,35956.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3915","tt0242527","movie","the-hole","the-hole",0,2001,"\N",102,"Drama,Mystery,Thriller",6.2,46063,"nm0358327","nm0123434,nm0181185,nm0409675",6.2,46063,6.45,32990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3916","tt0242587","movie","l.i.e.","l.i.e.",0,2001,"\N",97,"Crime,Drama",7.1,9892,"nm0191147","nm0753147,nm0191147,nm0191138",7,28127.5,7.05,23019.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3917","tt0242653","movie","the-matrix-revolutions","the-matrix-revolutions",0,2003,"\N",129,"Action,Sci-Fi",6.8,498132,"nm0905154,nm0905152","nm0905152,nm0905154",7.125,662238.25,7.125,662238.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3918","tt0242888","movie","the-sleeping-dictionary","the-sleeping-dictionary",0,2003,"\N",109,"Drama,Romance",6.6,8552,"nm0420746","nm0420746",6.75,15207.5,6.75,15207.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3919","tt0242998","movie","valentine","valentine",0,2001,"\N",96,"Horror,Mystery,Thriller",4.9,27472,"nm0087595","nm0767393,nm0694526,nm0694638,nm0073766,nm0361912",5.25,46152,4.9,27472,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3920","tt0243017","movie","waking-life","waking-life",0,2001,"\N",99,"Animation,Drama,Fantasy",7.8,63117,"nm0000500","nm0000500",7.675,168270.5,7.675,168270.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3921","tt0243133","movie","the-man-who-wasn't-there","the-man-who-wasn't-there",0,2001,"\N",116,"Crime,Drama",7.5,107928,"nm0001054","nm0001054,nm0001053",7.4,136659.5,7.5,270846.25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3922","tt0243155","movie","bridget-jones's-diary","bridget-jones's-diary",0,2001,"\N",97,"Comedy,Drama,Romance",6.7,238363,"nm0536632","nm0276144,nm0203577,nm0193485",6.33333333333333,106991.333333333,7.475,265200.75,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3923","tt0243255","movie","fat-girl","ã€-ma-soeur!",0,2001,"\N",95,"Drama",6.5,11473,"nm0106924","nm0106924",6.5,11473,6.5,11473,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3924","tt0243493","movie","the-closet","le-placard",0,2001,"\N",84,"Comedy",7,17314,"nm0891554","nm0891554",7.33333333333333,51925.6666666667,7.33333333333333,51925.6666666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3925","tt0243585","movie","stuart-little-2","stuart-little-2",0,2002,"\N",77,"Adventure,Animation,Comedy",5.5,53181,"nm0591450","nm0924754,nm0926824,nm0748022",6.825,302944,6.975,159267,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3926","tt0243609","movie","to-end-all-wars","to-end-all-wars",0,2001,"\N",125,"Action,Drama,War",7,10880,"nm0192289","nm0330174,nm0323725",7,10880,7,10880,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3927","tt0243655","movie","wet-hot-american-summer","wet-hot-american-summer",0,2001,"\N",97,"Comedy,Romance",6.6,56917,"nm0906476","nm0795290,nm0906476",6.7,142242.5,6.7,142242.5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3928","tt0243736","movie","40-days-and-40-nights","40-days-and-40-nights",0,2002,"\N",96,"Comedy,Romance",5.6,72937,"nm0499724","nm0673608",6.2,75633.6666666667,5.6,72937,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3929","tt0243862","movie","italian-for-beginners","italiensk-for-begyndere",0,2000,"\N",112,"Comedy,Drama,Romance",7.1,13275,"nm0771054","nm0082759,nm0771054",7.06666666666667,51181.6666666667,7.06666666666667,51181.6666666667,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3930","tt0243931","movie","good-advice","good-advice",0,2001,"\N",93,"Comedy,Romance",6.2,7040,"nm0711114","nm0546824,nm0394911",6.275,18891.25,6.2,7040,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3931","tt0244000","movie","american-outlaws","american-outlaws",0,2001,"\N",94,"Action,Western",6,16184,"nm0562645","nm0266023,nm0736966",5.75,58594.75,5.3,278371.333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"3932","tt0244244","movie","swordfish","swordfish",0,2001,"\N",99,"Action,Crime,Thriller",6.5,184023,"nm0784061","nm0940790",6.3,136836.75,6.175,117393.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3933","tt0244316","movie","yi-yi:-a-one-and-a-two...","yi-yi",0,2000,"\N",173,"Drama,Romance",8.2,23250,"nm0945981","nm0945981",8.3,16383.5,8.3,16383.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3934","tt0244870","movie","spiral","uzumaki",0,2000,"\N",90,"Drama,Fantasy,Horror",6.1,8020,"nm0383692","nm0084190,nm0270763,nm0411702,nm0435296,nm0633029,nm4776527,nm1623165,nm4776608,nm0946681",6.1,8020,6.1,8020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3935","tt0244970","movie","someone-like-you","someone-like-you...",0,2001,"\N",97,"Comedy,Romance",6.1,25927,"nm0001282","nm0956376,nm0151358",6.825,227920.75,6.66666666666667,51745.3333333333,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3936","tt0245046","movie","charlotte-gray","charlotte-gray",0,2001,"\N",121,"Drama,Romance,Thriller",6.4,12468,"nm0000788","nm0269127,nm0110591",6.85,34609,7.025,59456.25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3937","tt0245120","movie","the-forsaken","the-forsaken",0,2001,"\N",90,"Action,Horror,Thriller",5.3,8686,"nm0136592","nm0136592",5.3,48802,5.3,48802,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3938","tt0245192","movie","kahpe-bizans","kahpe-bizans",0,1999,"\N",97,"Comedy,History",5.8,7080,"nm0618084","nm1847969,nm0258881,nm0618084",6.95,7454,6.95,7454,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3939","tt0245238","movie","lost-and-delirious","lost-and-delirious",0,2001,"\N",103,"Drama,Romance",6.9,20852,"nm0690794","nm0841634,nm0860352",6.9,20852,6.9,20852,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3940","tt0245429","movie","spirited-away","sen-to-chihiro-no-kamikakushi",0,2001,"\N",125,"Adventure,Animation,Family",8.6,715685,"nm0594503","nm0594503",8.35,445174.75,8.35,445174.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"3941","tt0245562","movie","windtalkers","windtalkers",0,2002,"\N",134,"Action,Drama,War",6.1,68106,"nm0000247","nm0723468,nm0061337",7.475,120727.5,6.2,49303,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3942","tt0245574","movie","y-tu-mamã¡-tambiã©n","y-tu-mamã¡-tambiã©n",0,2001,"\N",106,"Drama",7.6,120747,"nm0190859","nm0190860,nm0190859",7.725,390975.75,7.725,390975.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3943","tt0245674","movie","thir13en-ghosts","thir13en-ghosts",0,2001,"\N",91,"Fantasy,Horror",5.6,85554,"nm0065284","nm0925380,nm0139605,nm0006902,nm0017305,nm0348181",6.55,137526.75,6.65,484548.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3944","tt0245686","movie","joe-dirt","joe-dirt",0,2001,"\N",91,"Adventure,Comedy,Drama",6,55652,"nm0330140","nm0005450,nm0937748",NA,NA,5.875,79869.25,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3945","tt0245712","movie","amores-perros","amores-perros",0,2000,"\N",154,"Drama,Thriller",8.1,235197,"nm0327944","nm0037247",7.65,440721.75,7.625,201658.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3946","tt0245803","movie","bulletproof-monk","bulletproof-monk",0,2003,"\N",104,"Action,Comedy,Fantasy",5.5,50050,"nm0402995","nm0717550,nm0903456",5.5,50050,6.56666666666667,253939.666666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3947","tt0245844","movie","the-count-of-monte-cristo","the-count-of-monte-cristo",0,2002,"\N",131,"Action,Adventure,Drama",7.8,135081,"nm0721817","nm0241416,nm0938684",6.8,135761,7.225,497946.5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3948","tt0245929","movie","devils-on-the-doorstep","guizi-lai-le",0,2000,"\N",139,"Comedy,Drama,War",8.2,7461,"nm0422638","nm0422638,nm0508413,nm0515045,nm0793011,nm0795516,nm0949163",7.8,204221.333333333,8.2,7461,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3949","tt0246460","movie","die-another-day","die-another-day",0,2002,"\N",133,"Action,Adventure,Thriller",6.1,215538,"nm0848414","nm0001220,nm0701031,nm0905498",6.8,119173.25,7.5,510779,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3950","tt0246464","movie","big-trouble","big-trouble",0,2002,"\N",85,"Comedy,Crime,Thriller",6.5,20520,"nm0001756","nm0057970,nm0709070,nm0832043",6.45,286772,6.4,48793,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3951","tt0246544","movie","the-musketeer","the-musketeer",0,2001,"\N",104,"Action,Adventure,Romance",4.8,14482,"nm0001382","nm0241416,nm0704164",6.275,41794,5.6,42223.75,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
