"","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","averageRating","numVotes","directors","writers","DirAvgScore","DirAvgVotes","WriteAvgScore","WriteAvgVotes","isDrama","isSport","isRomance","isComedy","isAdventure","isHistory","isAction","isBiography","isCrime","isMystery","isWar","isSci-Fi","isFantasy","isThriller","isHorror","isAnimation","isMusic","isFamily","isMusical","isDocumentary","isNews","isWestern"
"1","tt0035423","movie","kate-&-leopold","kate-&-leopold",0,2001,"\N",118,"Comedy,Fantasy,Romance",6.4,82730,"nm0003506","nm0737216,nm0003506",8,436318.666666667,8,436318.666666667,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2","tt0053459","movie","eyes-without-a-face","les-yeux-sans-visage",0,1960,"\N",90,"Drama,Horror",7.7,30515,"nm0290802","nm0715118,nm0092267,nm0092268,nm0767110,nm0309039",7.7,30515,7.7,30515,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3","tt0053472","movie","breathless","ã€-bout-de-souffle",0,1960,"\N",90,"Crime,Drama",7.8,78788,"nm0000419","nm0000076,nm0000419,nm0001031",7.75,43258.25,7.5,11394,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4","tt0053580","movie","the-alamo","the-alamo",0,1960,"\N",162,"Adventure,Drama,History",6.8,15573,"nm0000078","nm0335455",7.43333333333333,45271,6.85,12242,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"5","tt0053604","movie","the-apartment","the-apartment",0,1960,"\N",125,"Comedy,Drama,Romance",8.3,175702,"nm0000697","nm0000697,nm0224634",8.3,175702,7.7,93750,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6","tt0053619","movie","l'avventura","l'avventura",0,1960,"\N",144,"Drama,Mystery,Romance",7.8,28778,"nm0000774","nm0000774,nm0059026,nm0346096",7.66666666666667,37395.6666666667,7.76666666666667,43865.6666666667,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7","tt0053677","movie","the-brides-of-dracula","the-brides-of-dracula",0,1960,"\N",85,"Horror",6.7,7514,"nm0279807","nm0762727,nm0116999,nm0672906,nm0385573",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"8","tt0053719","movie","the-city-of-the-dead","the-city-of-the-dead",0,1960,"\N",78,"Horror,Mystery,Thriller",6.8,7198,"nm0610303","nm0836988,nm0062658",NA,NA,6.8,7198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9","tt0053779","movie","la-dolce-vita","la-dolce-vita",0,1960,"\N",174,"Comedy,Drama",8,71167,"nm0000019","nm0000019,nm0280919,nm0684083,nm0740021,nm0001596",7.95,78906.5,6.5,34426,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10","tt0053793","movie","elmer-gantry","elmer-gantry",0,1960,"\N",146,"Drama",7.8,11306,"nm0112218","nm0112218,nm0507760",7.85,18690.5,7.8,11306,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11","tt0053804","movie","exodus","exodus",0,1960,"\N",208,"Action,Drama,History",6.7,9646,"nm0695937","nm0874308,nm0881979",NA,NA,6.2,17909,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12","tt0053925","movie","house-of-usher","house-of-usher",0,1960,"\N",79,"Drama,Horror",7,13059,"nm0000339","nm0000590,nm0558577",7.76666666666667,574081.333333333,5.8,267111,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13","tt0053946","movie","inherit-the-wind","inherit-the-wind",0,1960,"\N",128,"Biography,Drama,History",8.1,29485,"nm0006452","nm0949917,nm0808414,nm0492823,nm0498126",8.03333333333333,49547.3333333333,8.1,29485,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"14","tt0053976","movie","the-virgin-spring","jungfrukã¤llan",0,1960,"\N",89,"Drama",8.1,28525,"nm0000005","nm0410694",8.1,69704.6666666667,8.1,28525,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"15","tt0054022","movie","let's-make-love","let's-make-love",0,1960,"\N",119,"Comedy,Musical,Romance",6.5,7211,"nm0002030","nm0469915,nm0437900,nm0007186",7.8,93061,7,28640,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"16","tt0054033","movie","the-little-shop-of-horrors","the-little-shop-of-horrors",0,1960,"\N",72,"Comedy,Horror",6.3,17757,"nm0000339","nm0341458,nm0000339",7.76666666666667,574081.333333333,7.76666666666667,574081.333333333,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"17","tt0054047","movie","the-magnificent-seven","the-magnificent-seven",0,1960,"\N",128,"Action,Adventure,Western",7.7,92779,"nm0836328","nm0731679,nm0000041,nm0077159,nm0368074,nm0628305,nm0644823",7.95,165375.5,8.3,81576.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18","tt0054067","movie","black-sunday","la-maschera-del-demonio",0,1960,"\N",87,"Horror",7.2,15053,"nm0000878","nm0208086,nm0004531,nm0324690,nm0383318,nm0000878,nm0181753,nm0210796",6.9,10520.5,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"19","tt0054098","movie","mughal-e-azam","mughal-e-azam",0,1960,"\N",197,"Drama,Romance,War",8.2,7976,"nm0039339","nm0039339,nm0023863,nm0025399,nm0729815,nm0592599",8.2,7976,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"20","tt0054127","movie","north-to-alaska","north-to-alaska",0,1960,"\N",122,"Comedy,Romance,Western",7,7547,"nm0368871","nm0536941,nm0705228,nm0083125,nm0283780,nm0434528,nm0372942,nm0562606",7.23333333333333,27898.6666666667,6.8,50984.6666666667,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"21","tt0054130","movie","la-notte","la-notte",0,1961,"\N",122,"Drama",8,20297,"nm0000774","nm0000774,nm0280919,nm0346096",7.66666666666667,37395.6666666667,7.76666666666667,43865.6666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"22","tt0054135","movie","ocean's-11","ocean's-eleven",0,1960,"\N",127,"Comedy,Crime,Music",6.6,22681,"nm0587277","nm0113689,nm0496468,nm0425138,nm0751207,nm0000697",7.2,15959,8.3,175702,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"23","tt0054167","movie","peeping-tom","peeping-tom",0,1960,"\N",101,"Drama,Horror,Thriller",7.7,34244,"nm0003836","nm0548896",7.7,34244,7.7,34244,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"24","tt0054189","movie","purple-noon","plein-soleil",0,1960,"\N",118,"Crime,Drama,Thriller",7.8,15860,"nm0167496","nm0383604,nm0167496,nm0337541",7.8,15860,7.8,15860,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"25","tt0054195","movie","pollyanna","pollyanna",0,1960,"\N",134,"Comedy,Drama,Family",7.4,10065,"nm0842582","nm0692108,nm0842582",6.9,76185,6.9,76185,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"26","tt0054215","movie","psycho","psycho",0,1960,"\N",109,"Horror,Mystery,Thriller",8.5,644157,"nm0000033","nm0825010,nm0088645",8.1,413575.5,6.53333333333333,239467.333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"27","tt0054248","movie","rocco-and-his-brothers","rocco-e-i-suoi-fratelli",0,1960,"\N",179,"Crime,Drama,Sport",8.3,18367,"nm0899581","nm0899581,nm0147599,nm0695390,nm0275269,nm0290050,nm0575804,nm0856489",7.85,19445.5,8.3,18367,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28","tt0054269","movie","saturday-night-and-sunday-morning","saturday-night-and-sunday-morning",0,1960,"\N",89,"Drama,Romance",7.5,8355,"nm0718554","nm0798105",7.25,10870.5,7.55,8425.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"29","tt0054310","movie","sink-the-bismarck!","sink-the-bismarck!",0,1960,"\N",97,"Action,Drama,History",7.1,7420,"nm0318150","nm0636002,nm0286163",6.9,58002.5,7,89404,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"30","tt0054331","movie","spartacus","spartacus",0,1960,"\N",197,"Adventure,Biography,Drama",7.9,131792,"nm0000040","nm0874308,nm0268779,nm0001811,nm0932229,nm1306202",8.025,482488.25,7,32080,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"31","tt0054357","movie","swiss-family-robinson","swiss-family-robinson",0,1960,"\N",126,"Adventure,Family",7.2,15763,"nm0002175","nm0370328,nm0944146",7.4,31404.5,7.2,15763,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"32","tt0054387","movie","the-time-machine","the-time-machine",0,1960,"\N",103,"Adventure,Romance,Sci-Fi",7.6,40089,"nm0657162","nm0241949,nm0920229",7.6,40089,6.7,199396,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"33","tt0054389","movie","shoot-the-piano-player","tirez-sur-le-pianiste",0,1960,"\N",81,"Crime,Drama,Thriller",7.5,18889,"nm0000076","nm0328959,nm0000076,nm0610115",7.8,86113,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"34","tt0054407","movie","le-trou","le-trou",0,1960,"\N",131,"Crime,Drama,Thriller",8.5,17250,"nm0065442","nm0320510,nm0065442,nm0042159",8.5,17250,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35","tt0054428","movie","the-unforgiven","the-unforgiven",0,1960,"\N",125,"Drama,Romance,Western",6.7,8105,"nm0001379","nm0534693,nm0494435",8.2,315113,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"36","tt0054443","movie","village-of-the-damned","village-of-the-damned",0,1960,"\N",77,"Horror,Sci-Fi",7.3,16605,"nm0727211","nm0798103,nm0727211,nm0455785,nm0943909",6.5,23877.5,6.5,23877.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"37","tt0054460","movie","the-bad-sleep-well","warui-yatsu-hodo-yoku-nemuru",0,1960,"\N",151,"Crime,Drama,Thriller",8,12304,"nm0000041","nm0644823,nm0386750,nm0000041,nm0452878,nm0368074",8.1,78285,8.6,51932,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"38","tt0054594","movie","the-absent-minded-professor","the-absent-minded-professor",0,1961,"\N",92,"Comedy,Family,Sci-Fi",6.8,8139,"nm0829038","nm0909556,nm0853139",7.45,101918.5,6.05,48132,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"39","tt0054599","movie","accattone","accattone",0,1961,"\N",117,"Drama",7.7,8294,"nm0001596","nm0001596,nm0162952",6.5,34426,5.9,58223,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"40","tt0054632","movie","last-year-at-marienbad","l'annã©e-derniã¨re-ã -marienbad",0,1961,"\N",94,"Drama,Mystery",7.8,22016,"nm0720297","nm0730237",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"41","tt0054673","movie","the-beast-of-yucca-flats","the-beast-of-yucca-flats",0,1961,"\N",54,"Horror,Sci-Fi",2.2,11489,"nm0290118","nm0290118",2.2,11489,2.2,11489,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"42","tt0054698","movie","breakfast-at-tiffany's","breakfast-at-tiffany's",0,1961,"\N",115,"Comedy,Drama,Romance",7.6,175380,"nm0001175","nm0001986,nm0043480",7.3,25716.6666666667,7.75,124871,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"43","tt0054743","movie","the-children's-hour","the-children's-hour",0,1961,"\N",108,"Drama,Romance",7.8,16015,"nm0943758","nm0375484,nm0371088",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"44","tt0054749","movie","two-women","la-ciociara",0,1960,"\N",101,"Drama,War",7.8,10656,"nm0001120","nm0603179,nm0953790,nm0001120",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"45","tt0054757","movie","the-comancheros","the-comancheros",0,1961,"\N",107,"Western",6.9,8911,"nm0002031,nm0000078","nm0335455,nm0400236,nm0920067",7.43333333333333,45271,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"46","tt0054821","movie","le-doulos","le-doulos",0,1962,"\N",108,"Crime,Thriller",7.8,10384,"nm0578483","nm0504249,nm0578483",7.9,46257.6666666667,7.9,46257.6666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"47","tt0054847","movie","el-cid","el-cid",0,1961,"\N",182,"Biography,Drama,History",7.2,14017,"nm0542649","nm0290931,nm0948634,nm0059553",7.2,14017,7.2,14017,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"48","tt0054953","movie","the-guns-of-navarone","the-guns-of-navarone",0,1961,"\N",158,"Action,Adventure,Drama",7.5,49400,"nm0496746","nm0533745,nm0286025",6.36666666666667,37306.3333333333,7.5,49400,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"49","tt0054997","movie","the-hustler","the-hustler",0,1961,"\N",134,"Drama,Sport",8,80322,"nm0744035","nm0140987,nm0744035,nm0856677",8,80322,7.23333333333333,62171.6666666667,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"50","tt0055018","movie","the-innocents","the-innocents",0,1961,"\N",100,"Horror",7.8,29551,"nm0002338","nm0416556,nm0607876,nm0033780,nm0001986",7.8,29551,7.675,66950.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"51","tt0055031","movie","judgment-at-nuremberg","judgment-at-nuremberg",0,1961,"\N",179,"Drama,War",8.2,75097,"nm0006452","nm0542631,nm0001050",8.03333333333333,49547.3333333333,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"52","tt0055032","movie","jules-and-jim","jules-et-jim",0,1962,"\N",105,"Drama,Romance",7.8,40342,"nm0000076","nm0734132,nm0000076,nm0344171",7.8,86113,7.53333333333333,18847.6666666667,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53","tt0055047","movie","king-of-kings","king-of-kings",0,1961,"\N",168,"Biography,Drama",7,7765,"nm0712947","nm0948634,nm0001969",7.5,26360,7,26002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"54","tt0055100","movie","lover-come-back","lover-come-back",0,1961,"\N",107,"Comedy,Drama,Romance",7.2,7787,"nm0542720","nm0788630,nm0377417",NA,NA,6.45,62741,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"55","tt0055184","movie","the-misfits","the-misfits",0,1961,"\N",125,"Drama,Romance,Western",7.2,20187,"nm0001379","nm0007186",8.2,315113,7,28640,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"56","tt0055205","movie","murder-she-said","murder-she-said",0,1961,"\N",87,"Comedy,Crime,Drama",7.4,7410,"nm0689659","nm0002005,nm0651559,nm0700950,nm0781250",NA,NA,7.8,54597,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"57","tt0055207","movie","mysterious-island","mysterious-island",0,1961,"\N",101,"Adventure,Family,Fantasy",6.8,7282,"nm0256831","nm0695667,nm0880489,nm0928108,nm0894523",7.7,38379,5.8,110526.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"58","tt0055254","movie","one-hundred-and-one-dalmatians","one-hundred-and-one-dalmatians",0,1961,"\N",79,"Adventure,Animation,Comedy",7.3,162798,"nm0314671,nm0527217,nm0718627","nm0670328,nm0807977",7.375,123759,6.325,129330,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"59","tt0055256","movie","one,-two,-three","one,-two,-three",0,1961,"\N",104,"Comedy",7.9,20730,"nm0000697","nm0000697,nm0224634,nm0597175",8.3,175702,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"60","tt0055257","movie","one-eyed-jacks","one-eyed-jacks",0,1961,"\N",141,"Drama,Western",7.1,11162,"nm0000008","nm0873613,nm0932229,nm0624605,nm0001603,nm0785245",8.2,813551.333333333,8,175069,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"61","tt0055277","movie","the-parent-trap","the-parent-trap",0,1961,"\N",129,"Comedy,Family,Romance",7.2,20919,"nm0842582","nm0477696,nm0842582",6.9,76185,6.9,76185,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"62","tt0055304","movie","the-pit-and-the-pendulum","the-pit-and-the-pendulum",0,1961,"\N",80,"Drama,Horror,Mystery",7.1,14076,"nm0000339","nm0558577,nm0000590",7.76666666666667,574081.333333333,6.9,45748,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"63","tt0055353","movie","a-raisin-in-the-sun","a-raisin-in-the-sun",0,1961,"\N",128,"Drama",8,8267,"nm0677951","nm0360605",8,8267,8,8267,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"64","tt0055471","movie","splendor-in-the-grass","splendor-in-the-grass",0,1961,"\N",124,"Drama,Romance",7.8,20492,"nm0001415","nm0408718",NA,NA,7.8,20492,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"65","tt0055499","movie","through-a-glass-darkly","sã¥som-i-en-spegel",0,1961,"\N",90,"Drama",8,24643,"nm0000005","nm0000005",8.1,69704.6666666667,8.1,69704.6666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
