"","nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"8998695","nm7076461","Daniel Villalobos","\N","\N","writer","tt3328402,tt7230800,tt7456222,tt4375438"
"9007339","nm7087323","David Turpin","\N","\N","writer,composer","tt11197518,tt5743660,tt9778348,tt4399952"
"9007414","nm7087405","Gérard Noiriel","\N","\N","writer","tt9522198,tt4400038,tt4816922,tt0446863"
"9007610","nm7087679","Sam Munson","\N","\N","writer","tt3266284"
"9008388","nm7088709","Kapil Sawant","\N","\N","writer,music_department","tt5755606,tt10515526,tt4401494"
"9010284","nm7091123","Nicky Tate","\N","\N","writer","tt8075016"
"9014818","nm7096913","Scott Smith","\N","\N","","tt0108281"
"9016469","nm7099036","Aleksandr Terekhov","\N","\N","writer","tt11056986,tt10199640,tt4419196,tt10043766"
"9018877","nm7101998","Savvas D. Michael","\N","\N","director,writer,producer","tt4898564,tt9824114,tt12223548,tt10920190"
"9019719","nm7103116","Dave Paterson","\N","\N","writer,director,producer","tt5074718,tt4423156,tt7401918"
"9023225","nm7107839","Dinah Eng","\N","\N","writer","tt7608534,tt15012044,tt4417186"
"9064649","nm7161572","Peter Rock","\N","\N","writer","tt3892172"
"9065887","nm7163053","Anckur Chaudhry","\N","\N","writer,assistant_director","tt6588966,tt3495030,tt6583158"
"9066263","nm7163521","Yimeng Xu","\N","\N","writer,production_designer,script_department","tt6755852,tt9586294,tt6772874,tt6054290"
"9074915","nm7174796","Sparsh Khetarpal","\N","\N","writer,script_department,production_manager","tt10042186,tt7721946,tt10350922,tt6903440"
"9085923","nm7188712","Rathna Kumar","\N","\N","writer,director,actor","tt10579952,tt9179430,tt7531040,tt8944398"
"9093443","nm7198520","Jim DeFelice","\N","\N","writer","tt2179136,tt12545692,tt2057895,tt5721956"
"9097218","nm7203349","Ukyô Kodachi","\N","\N","writer,miscellaneous","tt5105452,tt6342474,tt4618398,tt9056796"
"9099758","nm7206640","Jonathan Perera","\N","\N","writer","tt0965377,tt6543972,tt4540710,tt6881230"
"9104624","nm7212925","J.M. Ken Niimura","\N","\N","writer","\N"
"9105711","nm7214191","Wayne Roberts","\N","\N","director,writer","tt6865690,tt4547938"
"9107198","nm7216022","Austin Wright","1922","2003","writer","tt4550098"
"9108456","nm7217662","Stu Small","1976","\N","writer,producer,assistant_director","tt8836988,tt10933680,tt6237612,tt0455275"
"9112827","nm7223341","Seda Altayli Turgutlu","\N","\N","writer","tt8052612,tt14014086,tt4558362"
"9113552","nm7224267","Zhihong Bian","\N","\N","writer,producer","tt4559518,tt0473444,tt10214198,tt2080418"
"9115327","nm7226510","Nick Cuse","\N","\N","producer,writer,miscellaneous","tt10574236,tt8244784,tt7049682,tt2699128"
"9118052","nm7230194","Elizabeth Martin","\N","\N","writer","tt7872704,tt8110642,tt5554496,tt4566758"
"9120143","nm7232973","Leonard Greenwood","\N","\N","writer","tt0089087"
"9122527","nm7236117","Mindaugas Urbonavicius","\N","\N","director","tt4573394"
"9123276","nm7237147","Bart Millard","\N","\N","soundtrack,actor,composer","tt9779516,tt6450186,tt4574464"
"9128650","nm7243877","Basil Joseph","\N","\N","actor,director,writer","tt8941440,tt7268738,tt6221000,tt4589628"
"9132165","nm7248508","Shaheen Bhatt","\N","\N","actress,writer,assistant_director","tt0097143,tt15023956,tt2178508,tt2140315"
"9136006","nm7253286","Jeo Baby","\N","\N","director,writer,actor","tt13299890,tt4594194,tt7268736,tt8029242"
"9136394","nm7253772","Olya Schechter","\N","\N","director,cinematographer,editor","tt4594976"
"9137745","nm7255526","Srinivas Kavinayam","\N","\N","writer,actor","tt2889234,tt5782262,tt4047104,tt2877108"
"9138382","nm7256256","Fam Udeorji","\N","\N","music_department,producer,writer","tt9686708,tt6343314,tt8858104"
"9141042","nm7259545","Gaia Manzini","\N","\N","writer","tt3013610"
"9141043","nm7259546","Chiara Valerio","\N","\N","writer","tt5765192,tt3013610"
"9141777","nm7260546","Nicholas Dawidoff","\N","\N","writer","tt4602066,tt10078290,tt1229946"
"9147650","nm7267981","Bi Gan","\N","\N","director,writer,camera_department","tt9178968,tt8185182,tt4613272,tt14993006"
"9155677","nm7278299","Anu Menon","\N","\N","director,writer","tt5207116,tt4818930,tt10964468,tt7016936"
"9162264","nm7286732","Cixin Liu","1963","\N","writer,producer","tt13016388,tt6660238,tt4547948,tt7605074"
"9165212","nm7290473","Vikram Juthika","\N","2016","writer,assistant_director,script_department","tt5177824,tt3957038,tt2375559,tt5098128"
"9165219","nm7290481","Srinivas Rongali","\N","\N","writer,assistant_director,script_department","tt7392212,tt5177824,tt2375559,tt5098128"
"9171941","nm7299654","Anirudh Chawla","\N","\N","writer,director,actor","tt9558612,tt0225515,tt4654760"
"9172396","nm7300218","Murat Özsoy","\N","\N","writer,actor,director","tt7670890,tt14183052,tt16022170,tt10263320"
"9177933","nm7307076","Rusty Firmin","\N","\N","writer","tt12550304,tt15065918,tt4703048,tt3644198"
"9192247","nm7325081","Brian C. Brown","\N","\N","producer,writer","tt2666270,tt8289758,tt5114356,tt4682804"
"9192928","nm7325895","Lynda Freedman","\N","\N","writer","tt6336356"
"9195044","nm7328716","Jake Bernstein","\N","\N","writer,producer","tt4675094,tt5865326"
"9200726","nm7335981","Mehmet Kurtulus","\N","\N","animation_department,producer,director","tt4695548,tt7318202,tt0485510,tt5229228"
"9200727","nm7335982","Bülent Üstün","\N","\N","soundtrack,writer,actor","tt4695548,tt7920978,tt4420704"
"9203916","nm7339980","Sai Madhav Burra","\N","\N","writer,actor,music_department","tt4431392,tt8302382,tt6054058,tt7757972"
"9204615","nm7340827","Harrison Stone","\N","\N","writer","tt1116184"
"9206512","nm7343182","Jeff Richard","\N","\N","writer","tt2262315,tt5306696,tt5512482,tt9307990"
"9223527","nm7364327","Vickie Curtis","\N","\N","writer,assistant_director,actor","tt11230450,tt7527626,tt11464826,tt5630484"
"9230447","nm7373491","Vijay Kumar","\N","\N","writer,director,actor","tt4741412,tt15561202,tt10121762,tt10189514"
"9232285","nm7375907","Karl Alexander","\N","\N","writer","tt5031234,tt0080025,tt0085945"
"9233591","nm7377556","Marion Bessay","\N","\N","writer","tt1714915"
"9256959","nm7407118","Lars Hubrich","\N","\N","writer","tt8897388,tt10084688,tt4911940,tt0806910"
"9258540","nm7409040","Chris Spain","\N","\N","writer","tt8163224,tt13567344,tt4795124"
"9262575","nm7414254","Eleanor Catton","1985","\N","writer,producer","tt8075008,tt4796352,tt9214832,tt14664854"
"9263662","nm7415589","Harinder S. Sikka","\N","\N","writer,producer","tt4621100,tt7098658"
"9264241","nm7416348","Ying Gao","\N","\N","writer","tt2599716"
"9273394","nm7427876","Lily Hollander","\N","\N","writer","tt4824302"
"9274615","nm7429362","Nick Laird","1975","\N","writer,script_department","tt4827558,tt4150444,tt4544930,tt8649064"
"9275189","nm7430071","Gazal Dhaliwal","\N","\N","writer,actor","tt12719250,tt8108164,tt0315642,tt7399470"
"9276130","nm7431172","Hai-Meng Hsieh","\N","\N","writer","tt3508840"
"9276131","nm7431173","Xing Pei","\N","\N","writer","tt3508840"
"9277407","nm7432792","Abby Johnson","\N","\N","writer,producer","tt12359090,tt16364544,tt4831404,tt9024106"
"9288285","nm7446421","Margot Lee Shetterly","1969","\N","writer,producer","tt4634294,tt6773292,tt4846340,tt12802682"
"9288895","nm7447165","Raaj Shaandilyaa","\N","\N","writer,producer,director","tt13534808,tt6265988,tt2150177,tt9248940"
"9290077","nm7448575","C.H. Vijay Kumar","\N","\N","writer","tt4849438,tt1281841,tt1575514,tt2631186"
"9291420","nm7450290","Medha Jadhav","\N","\N","writer,script_department","tt8437668,tt5785170,tt7690392,tt4088150"
"9298983","nm7460278","David Pulido","\N","\N","writer","tt4771896,tt6210608,tt5863358"
"9300598","nm7462330","Niraj Shukla","\N","\N","actor,writer","tt3405236"
"9307338","nm7470817","Alaa Sheikh Hassan","\N","\N","director","tt1687247"
"9307732","nm7471342","Julie Murphy","\N","\N","actor,writer","tt4878482,tt11116698"
"9308053","nm7471755","Kent Alexander","\N","\N","writer","tt3513548,tt3773784"
"9309620","nm7473774","Jean McGianni Celestin","\N","\N","writer","tt4196450"
"9310590","nm7475043","Abhijeet Khuman","\N","\N","writer,director","tt8907992,tt10230414,tt8176612,tt11912196"
"9327032","nm7495619","Wolfgang Herrndorf","1965","2013","writer","tt0880591,tt4911940"
"9329265","nm7498460","Ruchika Oberoi","\N","\N","writer,director","tt4916048,tt8439854,tt12158450"
"9332009","nm7501885","Debatma Mandal","\N","\N","director,writer,assistant_director","tt4853764,tt15128140,tt14017822,tt10162384"
"9334972","nm7505663","Lucio Besana","\N","\N","writer","tt12877640,tt4925340"
"9340645","nm7512970","Ercin Sadikoglu","\N","\N","writer","tt4935418,tt11464118"
"9340646","nm7512971","Cem Özüduru","\N","\N","director,writer,editor","tt14639548,tt8197998,tt6158954,tt7146600"
"9345077","nm7518644","Richard Evans Schultes","\N","\N","writer","tt4285496"
"9345078","nm7518645","Theodor Koch-Grünberg","\N","\N","writer","tt4285496"
"9346034","nm7519912","Kamel Guemra","\N","\N","writer,producer","tt9351598,tt5600326,tt1959536,tt10456740"
"9346415","nm7520458","Didrik Søderlind","\N","\N","writer","tt4669296,tt3152082,tt9910930,tt2873614"
"9350937","nm7526240","Sanjeev Datta","\N","\N","writer","tt4864932"
"9352170","nm7527791","Robert Moore","\N","\N","writer","\N"
"9355017","nm7531377","Pavel","\N","\N","writer,director","tt8347882,tt15433876,tt8665784,tt15710032"
"9366668","nm7546166","Gustav Möller","1988","\N","director,writer,actor","tt12502230,tt9421570,tt17275654,tt6742252"
"9373185","nm7554519","Fredrik Backman","\N","\N","producer,writer","tt4080728,tt7405458,tt9677638,tt11168604"
"9374372","nm7556035","Alek Skarlatos","\N","\N","actor,writer","tt0380100,tt5832098,tt0390699,tt6802308"
"9376093","nm7558273","Kenneth Slawenski","\N","\N","writer","tt4986134"
"9383485","nm7567554","Nicola Yoon","\N","\N","writer","tt6423362,tt12324446,tt15035740,tt5001718"
"9391172","nm7577540","Blitz Bazawule","1982","\N","director,composer,writer","tt7497366,tt6852262,tt1200263,tt12607910"
"9393376","nm7580249","Abhiruchi Chand","\N","\N","writer,music_department,soundtrack","tt3742284,tt12999042,tt6452574,tt8291224"
"9395175","nm7582805","Anthony Sadler","\N","\N","actor,writer","tt0167515,tt0380100,tt6802308,tt0285335"
"9404368","nm7594197","Ashwin Saravanan","\N","\N","director,writer","tt6796176,tt13131744,tt5037912,tt8914492"
"9414729","nm7607211","Olof Berglind","\N","\N","writer,miscellaneous,director","tt8581872,tt10394738,tt10394820,tt8577178"
"9425959","nm7621163","Stephanie Fabrizi","\N","\N","writer,producer","tt5073620"
"9432513","nm7629302","Deborah Davis","\N","\N","writer,producer","tt5083738,tt9660566,tt15384074,tt9168816"
"9463549","nm7669131","Jungmi Oh","\N","\N","director,writer,editor","tt7282468,tt13848234,tt5132042,tt5142906"
"9470416","nm7678061","Ma Shitu","\N","\N","writer","tt1533117"
"9472798","nm7681091","Jane Harper","\N","\N","writer,producer","tt5144174"
"9472899","nm7681231","Emma Seligman","\N","\N","director,writer,producer","tt14500910,tt7819110,tt5618610,tt11317142"
"9483313","nm7694530","Siddharth Salvi","\N","\N","writer,assistant_director,casting_department","tt2953500,tt5159666,tt13802376,tt13491110"
"9486420","nm7698350","Becky Albertalli","\N","\N","writer,miscellaneous","tt10166602,tt5164432"
"9486875","nm7698874","Michael Wolfe","\N","\N","writer","tt3576728"
"9489769","nm7702379","Declan Power","\N","\N","writer,art_department","tt5972556,tt3922798"
"9495214","nm7709337","Palnati Surya Pratap","1978","\N","writer,director,script_department","tt7392212,tt2375559,tt9389998,tt1601818"
"9500326","nm7715678","Duncan Campbell","\N","\N","writer","tt4786958,tt8128974,tt5789976,tt7224848"
"9502533","nm7718357","Keti Stamo","\N","\N","writer,director,actress","tt0902290,tt14345590,tt5510152,tt5517986"
"9506587","nm7723547","Sara Bodinar","\N","\N","writer,script_department,costume_department","tt9449952,tt7721946,tt11314148,tt8907986"
"9516414","nm7735541","Petar Mihajlovic","\N","\N","writer,actor","tt5207158,tt2155811,tt10952900,tt10934196"
"9517343","nm7736820","Matthew Orton","\N","\N","writer,producer","tt10987298,tt5797280,tt9120316,tt5208252"
"9521952","nm7742736","Zoran Neskovic","\N","\N","writer","tt5215088"
"9522462","nm7743452","Robert Lowell","\N","\N","writer","tt3687310"
"9523737","nm7744954","Laura Brousseau","\N","\N","visual_effects,director","tt1620981,tt11125620,tt1700841,tt2050664"
"9534849","nm7758927","Rahul Nangia","\N","\N","writer,director","tt12127226,tt10540440,tt4387040"
"9539671","nm7764978","Mauro Kyôzuka","\N","\N","writer","tt3717532"
"9551098","nm7778699","George Merritt","\N","\N","writer","tt1490785"
"9551099","nm7778700","William MacEwen","\N","\N","writer","tt1490785"
"9573387","nm7805894","Siyah Kalem","\N","\N","writer","tt5076214"
"9574685","nm7807469","Pon Parthiban","\N","\N","writer","tt9900782,tt10579952,tt7179784,tt10709232"
"9575023","nm7807902","Özge Efendioglu","\N","\N","writer,producer,script_department","tt5291200,tt5988408,tt8052836,tt10431500"
"9581791","nm7816195","Nagnath S. Inamdar","\N","\N","writer","tt3735246"
"9582358","nm7816887","Aleksey Gravitskiy","1978","\N","writer,producer","tt6087226,tt10397854,tt11616036,tt14298980"
"9583013","nm7817658","Michael Koskoff","1942","2019","writer,producer","tt3109150,tt5301662"
"9584025","nm7818935","Yuuko Tone","\N","\N","writer","tt0102587,tt13009490"
"9590899","nm7827190","Bharat Manjule","\N","\N","writer","tt5312232"
"9591523","nm7827939","Malcolm T. Goldman","\N","\N","writer","tt1594972"
"9597681","nm7835741","Yoshitoki Oima","\N","\N","writer,miscellaneous,art_department","tt1754177,tt5323662,tt2423504,tt12063450"
"9600665","nm7839608","Garry Jenkins","\N","\N","writer,producer","tt9564270,tt3606888,tt7876182"
"9602897","nm7842264","Mayssa Maghrebi","1983","\N","actress,director,writer","tt5331308,tt10481912,tt5647284,tt13423846"
"9617553","nm7860518","Özgür Akbas","\N","\N","writer,producer,assistant_director","tt16711756,tt7221896,tt8402090,tt14368816"
"9618623","nm7861816","Syed Gaosul Alam Shaon","\N","\N","miscellaneous,writer","tt11798028,tt6974890,tt5354160"
"9618624","nm7861817","Anam Biswas","\N","\N","director,writer,actor","tt13781030,tt11286146,tt6520954,tt5354160"
"9618625","nm7861818","Adnan Adib Khan","\N","\N","writer","tt5354160"
"9627908","nm7873490","Ming Doyle","1984","\N","actress,writer","tt2762874,tt5822564"
"9628066","nm7873659","Wes Tooke","\N","\N","producer,writer","tt13524280,tt6924650,tt6682754,tt4209256"
"9646278","nm7896794","Christopher Renz","\N","\N","director,writer,producer","tt12433004,tt10065694,tt7315316"
"9646309","nm7896839","Artyom Gabrelyanov","\N","\N","producer,writer,executive","tt5430888,tt7601480,tt4264964"
"9646310","nm7896840","Vladimir Besedin","\N","\N","writer,director,producer","tt4264964,tt5430888,tt7601480"
"9646445","nm7897005","Douglas Tavolaro","\N","\N","director,writer,producer","tt6978434,tt10738914,tt5431016,tt6910020"
"9646447","nm7897008","Stuart Ross Fink","\N","\N","writer","tt5023260"
"9647135","nm7897854","Marcia Mitchell","\N","\N","writer","tt5431890"
"9660343","nm7914228","Richard Holmes","\N","\N","writer","tt6141246,tt4007010"
"9660551","nm7914475","Sheung-ching Lee","\N","\N","actor,writer","tt0940709,tt3504824,tt2017561,tt6270524"
"9663208","nm7917740","Shailja Kejriwal","\N","\N","producer,writer,soundtrack","tt7399470,tt9150950,tt5602510,tt5713232"
"9665231","nm7920254","Saeed Roustayi","\N","\N","writer,director,producer","tt5460658,tt6207956,tt9817070,tt9861926"
"9673184","nm7929999","Suprotim Sengupta","\N","\N","writer,assistant_director","tt8108196,tt15576290,tt8110330,tt5472374"
"9674750","nm7931906","Rayan Desaintanger","\N","\N","writer,director,cinematographer","tt5474200,tt1456472"
"9676365","nm7933863","Chandrakumar","\N","\N","writer","tt11898556,tt4991384"
"9678409","nm7936378","Vijay Kumar Mishra","\N","\N","writer,director,assistant_director","tt5460276,tt6451298,tt6232408"
"9695764","nm7958316","Madhu C. Narayanan","\N","\N","director,assistant_director","tt8413338,tt4851630"
"9696926","nm7959699","Christie LeBlanc","\N","\N","writer,visual_effects,editor","tt6341832"
"9705605","nm7971037","Dan Baron","\N","\N","writer,director,actor","tt0250720,tt1131728"
"9708773","nm7974908","Jacek Dehnel","1980","\N","writer","tt15574880,tt3262342,tt6859106"
"9710857","nm7977497","Peter A. Conway","1970","\N","writer","tt7152616,tt5129682,tt4662568,tt2723810"
"9711797","nm7978607","Abbas Dalal","\N","\N","writer","tt6836936,tt6843812,tt9248952,tt8960382"
"9722469","nm7992231","Lokesh Kanagaraj","\N","\N","director,writer,actor","tt9900782,tt5559528,tt9179430,tt10579952"
"9725055","nm7995470","Vasudhorn Piyaromna","\N","\N","writer,miscellaneous","tt5084388,tt8929906,tt13446126,tt6788942"
"9734109","nm8006852","Nicholas Searle","\N","\N","writer","tt5563334"
"9745687","nm8021571","Angie Thomas","1988","\N","producer,writer","tt5580266,tt15035740,tt9783730,tt10404200"
"9748190","nm8024751","Ramanagirivasan","\N","\N","writer,actor","tt5440700,tt6485666,tt11299474,tt9260636"
"9750061","nm8027178","Ossa Earlice","\N","\N","writer,casting_director","tt12764540,tt10275870,tt15964934,tt2926810"
"9752696","nm8030368","Leandro Fernandez","\N","\N","writer","tt7556122"
"9754432","nm8032685","Chris Tebbetts","\N","\N","writer","tt4981636,tt12355974"
"9765854","nm8047398","Josh Karp","\N","\N","writer,producer","tt6893836,tt5139360,tt5566790"
"9775186","nm8060038","Wolfgang Matzl","\N","\N","visual_effects,director,animation_department","tt5647758,tt2926810,tt6798320,tt3977848"
"9780839","nm8066994","Chung-Hyun Lee","\N","\N","director,writer,producer","tt10530176,tt14123946,tt5630718"
"9785365","nm8072788","Adam Nevill","\N","\N","writer,producer","tt13056008,tt5638642"
"9786067","nm8073660","Timothy Conigrave","1959","1994","actor,writer","tt0092433,tt0466411,tt3671542"
"9786669","nm8074470","Balázs Bendi","\N","\N","writer,production_manager","tt14723224,tt9480432,tt12345050,tt15079616"
"9787166","nm8075107","Bhrigu Brinda","\N","\N","writer,soundtrack","tt5642834,tt1395054"
